,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,dependency_length,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
569,A documentary about the Impressionists disturbs Paul.,A documentary about the Impressionists disturb Paul.,A documentary about the Impressionists,disturbs,disturb,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,569,documentary,A documentary about the Impressionists
570,The pictures of every student weren't disturbing Katherine.,The pictures of every student wasn't disturbing Katherine.,The pictures of every student,weren't,wasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,570,pictures,The pictures of every student
571,The grandfathers of Carmen do oblige every museum to debate.,The grandfathers of Carmen does oblige every museum to debate.,The grandfathers of Carmen,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,571,grandfathers,The grandfathers of Carmen
572,The movies about Galileo have shocked Galileo.,The movies about Galileo has shocked Galileo.,The movies about Galileo,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,572,movies,The movies about Galileo
573,The pamphlet about the Clintons vanishes.,The pamphlet about the Clintons vanish.,The pamphlet about the Clintons,vanishes,vanish,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,573,pamphlet,The pamphlet about the Clintons
574,The son of all actresses fails to fall apart.,The son of all actresses fail to fall apart.,The son of all actresses,fails,fail,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,574,son,The son of all actresses
575,The reports about travel were distracting that child.,The reports about travel is distracting that child.,The reports about travel,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,575,reports,The reports about travel
576,The fathers of Stacey have said most universities hadn't worked with the guys.,The fathers of Stacey has said most universities hadn't worked with the guys.,The fathers of Stacey,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,576,fathers,The fathers of Stacey
577,The movies about politics don't aggravate Amanda.,The movies about politics doesn't aggravate Amanda.,The movies about politics,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,577,movies,The movies about politics
578,The sketch of all stairs appears.,The sketch of all stairs appear.,The sketch of all stairs,appears,appear,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,578,sketch,The sketch of all stairs
579,The brothers of Rodney don't resemble every print.,The brothers of Rodney doesn't resemble every print.,The brothers of Rodney,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,579,brothers,The brothers of Rodney
580,A sister of these cashiers is slumping over.,A sister of these cashiers were slumping over.,A sister of these cashiers,is,were,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,580,sister,A sister of these cashiers
581,The sketches of Vanessa don't distract many legislatures.,The sketches of Vanessa doesn't distract many legislatures.,The sketches of Vanessa,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,581,sketches,The sketches of Vanessa
582,The newspaper article about the Borgias does sound like Vanessa.,The newspaper article about the Borgias do sound like Vanessa.,The newspaper article about the Borgias,does,do,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,582,article,The newspaper article about the Borgias
583,The essays about Spain stun those drivers.,The essays about Spain stuns those drivers.,The essays about Spain,stun,stuns,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,583,essays,The essays about Spain
584,The nephews of Kirsten do regret a lot of libraries learn who persuades these offspring to discuss James.,The nephews of Kirsten does regret a lot of libraries learn who persuades these offspring to discuss James.,The nephews of Kirsten,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,584,nephews,The nephews of Kirsten
585,A story about the Great Lakes was disgusting a lot of adults.,A story about the Great Lakes are disgusting a lot of adults.,A story about the Great Lakes,was,are,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,585,story,A story about the Great Lakes
586,The daughters of Suzanne hide.,The daughters of Suzanne hides.,The daughters of Suzanne,hide,hides,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,586,NA,NA
587,The drawing of most actresses does worry Andrea.,The drawing of most actresses do worry Andrea.,The drawing of most actresses,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,587,drawing,The drawing of most actresses
588,The print of the slopes exists.,The print of the slopes exist.,The print of the slopes,exists,exist,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,588,print,The print of the slopes
589,The movie about the Balkans worries Galileo.,The movie about the Balkans worry Galileo.,The movie about the Balkans,worries,worry,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,589,movie,The movie about the Balkans
590,The fathers of Barbara do believe Teresa to get fired.,The fathers of Barbara does believe Teresa to get fired.,The fathers of Barbara,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,590,fathers,The fathers of Barbara
591,The brother of some girls is going fishing.,The brother of some girls were going fishing.,The brother of some girls,is,were,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,591,brother,The brother of some girls
592,The newspaper article about the Lutherans was annoying waitresses.,The newspaper article about the Lutherans are annoying waitresses.,The newspaper article about the Lutherans,was,are,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,592,article,The newspaper article about the Lutherans
593,The drawings of Becca don't impress Jill.,The drawings of Becca doesn't impress Jill.,The drawings of Becca,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,593,drawings,The drawings of Becca
594,The granddaughters of Roger have run around the lake.,The granddaughters of Roger has run around the lake.,The granddaughters of Roger,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,594,granddaughters,The granddaughters of Roger
595,A brochure about the Lutherans has appeared.,A brochure about the Lutherans have appeared.,A brochure about the Lutherans,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,595,brochure,A brochure about the Lutherans
596,The granddaughters of Dawn weren't arguing about Pamela.,The granddaughters of Dawn wasn't arguing about Pamela.,The granddaughters of Dawn,weren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,596,granddaughters,The granddaughters of Dawn
597,A photograph of some cafes is appearing.,A photograph of some cafes are appearing.,A photograph of some cafes,is,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,597,photograph,A photograph of some cafes
598,The daughters of Stacey do confuse Carlos.,The daughters of Stacey does confuse Carlos.,The daughters of Stacey,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,598,daughters,The daughters of Stacey
599,The paintings of that skirt worry Sheila.,The paintings of that skirt worries Sheila.,The paintings of that skirt,worry,worries,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,599,paintings,The paintings of that skirt
600,The picture of these art galleries has irritated Kendra.,The picture of these art galleries have irritated Kendra.,The picture of these art galleries,has,have,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,600,picture,The picture of these art galleries
601,The essay about the Great Lakes confuses Brett.,The essay about the Great Lakes confuse Brett.,The essay about the Great Lakes,confuses,confuse,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,601,essay,The essay about the Great Lakes
