,Sentence_good,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,target
670,The park Brandy and Estelle went to had a apple. Estelle gave it to Brandy,The park Brandy and Estelle went to had a apple. Estelle gave it to,Brandy,Estelle,Brandy
671,"Then, Sonia and Doris were working at the park. Sonia decided to give a raspberry to Doris","Then, Sonia and Doris were working at the park. Sonia decided to give a raspberry to",Doris,Sonia,Doris
672,"When Mildred and Martha got a peach at the forest, Martha decided to give the peach to Mildred","When Mildred and Martha got a peach at the forest, Martha decided to give the peach to",Mildred,Martha,Mildred
673,"Then, Melissa and Alicia went to the theater. Melissa gave a strawberry to Alicia","Then, Melissa and Alicia went to the theater. Melissa gave a strawberry to",Alicia,Melissa,Alicia
674,"While Paula and Erika were working at the library, Erika gave a papaya to Paula","While Paula and Erika were working at the library, Erika gave a papaya to",Paula,Erika,Paula
675,"While Lula and Dianne were working at the home, Lula gave a raspberry to Dianne","While Lula and Dianne were working at the home, Lula gave a raspberry to",Dianne,Lula,Dianne
676,Friends Alyssa and Pauline found a raspberry at the library. Pauline gave it to Alyssa,Friends Alyssa and Pauline found a raspberry at the library. Pauline gave it to,Alyssa,Pauline,Alyssa
677,Friends Violet and Diana found a papaya at the park. Violet gave it to Diana,Friends Violet and Diana found a papaya at the park. Violet gave it to,Diana,Violet,Diana
678,"When Doris and Shannon got a banana at the museum, Shannon decided to give the banana to Doris","When Doris and Shannon got a banana at the museum, Shannon decided to give the banana to",Doris,Shannon,Doris
679,"When Mona and Susan got a raspberry at the theater, Mona decided to give it to Susan","When Mona and Susan got a raspberry at the theater, Mona decided to give it to",Susan,Mona,Susan
680,"Then, Evelyn and Grace had a lot of fun at the cafe. Grace gave a peach to Evelyn","Then, Evelyn and Grace had a lot of fun at the cafe. Grace gave a peach to",Evelyn,Grace,Evelyn
681,"Then, Yvette and Chelsea were thinking about going to the gym. Yvette wanted to give a papaya to Chelsea","Then, Yvette and Chelsea were thinking about going to the gym. Yvette wanted to give a papaya to",Chelsea,Yvette,Chelsea
682,"Then, Charlene and Richard had a lot of fun at the store. Richard gave a blackberry to Charlene","Then, Charlene and Richard had a lot of fun at the store. Richard gave a blackberry to",Charlene,Richard,Charlene
683,"When Kari and Jacqueline got a cherry at the store, Kari decided to give it to Jacqueline","When Kari and Jacqueline got a cherry at the store, Kari decided to give it to",Jacqueline,Kari,Jacqueline
684,"Afterwards, Carmen and Marsha went to the desert. Marsha gave a plum to Carmen","Afterwards, Carmen and Marsha went to the desert. Marsha gave a plum to",Carmen,Marsha,Carmen
685,"Afterwards, Jessica and Leona went to the beach. Jessica gave a coconut to Leona","Afterwards, Jessica and Leona went to the beach. Jessica gave a coconut to",Leona,Jessica,Leona
686,"While Melanie and Martha were working at the shop, Martha gave a raspberry to Melanie","While Melanie and Martha were working at the shop, Martha gave a raspberry to",Melanie,Martha,Melanie
687,"After the lunch, Melissa and Marian went to the zoo. Melissa gave a apple to Marian","After the lunch, Melissa and Marian went to the zoo. Melissa gave a apple to",Marian,Melissa,Marian
688,"Afterwards, Mark and Grace went to the mountain. Grace gave a blackberry to Mark","Afterwards, Mark and Grace went to the mountain. Grace gave a blackberry to",Mark,Grace,Mark
689,"Then, Stacey and Wilma went to the lake. Stacey gave a cherry to Wilma","Then, Stacey and Wilma went to the lake. Stacey gave a cherry to",Wilma,Stacey,Wilma
690,"After the lunch, David and Kristina went to the cave. Kristina gave a apple to David","After the lunch, David and Kristina went to the cave. Kristina gave a apple to",David,Kristina,David
691,"Then, Yvette and Leona were thinking about going to the theater. Yvette wanted to give a strawberry to Leona","Then, Yvette and Leona were thinking about going to the theater. Yvette wanted to give a strawberry to",Leona,Yvette,Leona
692,"When Leona and Yvette got a cherry at the park, Yvette decided to give it to Leona","When Leona and Yvette got a cherry at the park, Yvette decided to give it to",Leona,Yvette,Leona
693,"Then, Mona and Wilma had a lot of fun at the mountain. Mona gave a pineapple to Wilma","Then, Mona and Wilma had a lot of fun at the mountain. Mona gave a pineapple to",Wilma,Mona,Wilma
694,The river Yolanda and Natasha went to had a honeydew. Natasha gave it to Yolanda,The river Yolanda and Natasha went to had a honeydew. Natasha gave it to,Yolanda,Natasha,Yolanda
695,"After Alice and Janet went to the beach, Alice gave a orange to Janet","After Alice and Janet went to the beach, Alice gave a orange to",Janet,Alice,Janet
696,The river Ella and Megan went to had a pear. Megan gave it to Ella,The river Ella and Megan went to had a pear. Megan gave it to,Ella,Megan,Ella
697,"When Alice and Wilma got a blackberry at the market, Alice decided to give the blackberry to Wilma","When Alice and Wilma got a blackberry at the market, Alice decided to give the blackberry to",Wilma,Alice,Wilma
698,"Then, Mark and Yvette went to the cafe. Yvette gave a pear to Mark","Then, Mark and Yvette went to the cafe. Yvette gave a pear to",Mark,Yvette,Mark
699,"Then, Violet and Leona were thinking about going to the bar. Violet wanted to give a cherry to Leona","Then, Violet and Leona were thinking about going to the bar. Violet wanted to give a cherry to",Leona,Violet,Leona
700,The library Lorraine and Megan went to had a strawberry. Megan gave it to Lorraine,The library Lorraine and Megan went to had a strawberry. Megan gave it to,Lorraine,Megan,Lorraine
701,"Then, Mona and Lorraine had a lot of fun at the beach. Mona gave a cantaloupe to Lorraine","Then, Mona and Lorraine had a lot of fun at the beach. Mona gave a cantaloupe to",Lorraine,Mona,Lorraine
702,"While Melanie and Kari were working at the school, Kari gave a honeydew to Melanie","While Melanie and Kari were working at the school, Kari gave a honeydew to",Melanie,Kari,Melanie
703,"Then, Robin and Nellie went to the lake. Robin gave a banana to Nellie","Then, Robin and Nellie went to the lake. Robin gave a banana to",Nellie,Robin,Nellie
704,The bar Sheila and Carol went to had a grape. Carol gave it to Sheila,The bar Sheila and Carol went to had a grape. Carol gave it to,Sheila,Carol,Sheila
705,"Afterwards, Maggie and Diana went to the mountain. Maggie gave a plum to Diana","Afterwards, Maggie and Diana went to the mountain. Maggie gave a plum to",Diana,Maggie,Diana
706,"Afterwards, Chelsea and Bernadette went to the gym. Bernadette gave a coconut to Chelsea","Afterwards, Chelsea and Bernadette went to the gym. Bernadette gave a coconut to",Chelsea,Bernadette,Chelsea
707,Friends Melissa and Loretta found a grape at the cave. Melissa gave it to Loretta,Friends Melissa and Loretta found a grape at the cave. Melissa gave it to,Loretta,Melissa,Loretta
708,"After the lunch, Ginger and Yvette went to the theater. Yvette gave a strawberry to Ginger","After the lunch, Ginger and Yvette went to the theater. Yvette gave a strawberry to",Ginger,Yvette,Ginger
709,"Then, Alice and Loretta had a lot of fun at the museum. Alice gave a cherry to Loretta","Then, Alice and Loretta had a lot of fun at the museum. Alice gave a cherry to",Loretta,Alice,Loretta
710,"While Doris and Suzanne were working at the desert, Suzanne gave a coconut to Doris","While Doris and Suzanne were working at the desert, Suzanne gave a coconut to",Doris,Suzanne,Doris
711,"While Violet and Kim were commuting to the theater, Violet gave a mango to Kim","While Violet and Kim were commuting to the theater, Violet gave a mango to",Kim,Violet,Kim
712,"While Janet and Jessica were commuting to the beach, Jessica gave a blueberry to Janet","While Janet and Jessica were commuting to the beach, Jessica gave a blueberry to",Janet,Jessica,Janet
713,Friends Pauline and Leona found a peach at the library. Pauline gave it to Leona,Friends Pauline and Leona found a peach at the library. Pauline gave it to,Leona,Pauline,Leona
714,"While Stacy and Maggie were commuting to the theater, Maggie gave a coconut to Stacy","While Stacy and Maggie were commuting to the theater, Maggie gave a coconut to",Stacy,Maggie,Stacy
715,"After Jackie and Harriet went to the store, Jackie gave a peach to Harriet","After Jackie and Harriet went to the store, Jackie gave a peach to",Harriet,Jackie,Harriet
716,"Then, Kathryn and Jackie were thinking about going to the beach. Jackie wanted to give a cantaloupe to Kathryn","Then, Kathryn and Jackie were thinking about going to the beach. Jackie wanted to give a cantaloupe to",Kathryn,Jackie,Kathryn
717,"After Gwen and Yolanda went to the gym, Gwen gave a mango to Yolanda","After Gwen and Yolanda went to the gym, Gwen gave a mango to",Yolanda,Gwen,Yolanda
718,The theater Wilma and Faye went to had a apple. Faye gave it to Wilma,The theater Wilma and Faye went to had a apple. Faye gave it to,Wilma,Faye,Wilma
719,"Then, Jody and David had a lot of fun at the park. Jody gave a orange to David","Then, Jody and David had a lot of fun at the park. Jody gave a orange to",David,Jody,David
720,"When Lorraine and Faye got a honeydew at the beach, Faye decided to give the honeydew to Lorraine","When Lorraine and Faye got a honeydew at the beach, Faye decided to give the honeydew to",Lorraine,Faye,Lorraine
721,The shop Sonia and Jessie went to had a apple. Sonia gave it to Jessie,The shop Sonia and Jessie went to had a apple. Sonia gave it to,Jessie,Sonia,Jessie
722,"Afterwards, Chelsea and Kelly went to the park. Kelly gave a kiwi to Chelsea","Afterwards, Chelsea and Kelly went to the park. Kelly gave a kiwi to",Chelsea,Kelly,Chelsea
723,"Then, Alice and Juana were working at the store. Alice decided to give a blueberry to Juana","Then, Alice and Juana were working at the store. Alice decided to give a blueberry to",Juana,Alice,Juana
724,"After the lunch, Heidi and Fannie went to the market. Fannie gave a papaya to Heidi","After the lunch, Heidi and Fannie went to the market. Fannie gave a papaya to",Heidi,Fannie,Heidi
725,"Then, Sonia and Anita were working at the museum. Sonia decided to give a grape to Anita","Then, Sonia and Anita were working at the museum. Sonia decided to give a grape to",Anita,Sonia,Anita
726,"Then, Theresa and Estelle were working at the bar. Estelle decided to give a blackberry to Theresa","Then, Theresa and Estelle were working at the bar. Estelle decided to give a blackberry to",Theresa,Estelle,Theresa
727,"When Shannon and Jessie got a blueberry at the theater, Shannon decided to give it to Jessie","When Shannon and Jessie got a blueberry at the theater, Shannon decided to give it to",Jessie,Shannon,Jessie
728,"After the lunch, Carmen and Violet went to the zoo. Violet gave a pineapple to Carmen","After the lunch, Carmen and Violet went to the zoo. Violet gave a pineapple to",Carmen,Violet,Carmen
729,"Then, Inez and Yolanda were thinking about going to the cave. Inez wanted to give a pear to Yolanda","Then, Inez and Yolanda were thinking about going to the cave. Inez wanted to give a pear to",Yolanda,Inez,Yolanda
730,"Afterwards, Alicia and Estelle went to the museum. Estelle gave a watermelon to Alicia","Afterwards, Alicia and Estelle went to the museum. Estelle gave a watermelon to",Alicia,Estelle,Alicia
731,"Then, Jody and Ginger went to the bar. Jody gave a peach to Ginger","Then, Jody and Ginger went to the bar. Jody gave a peach to",Ginger,Jody,Ginger
732,"After Angie and Kristi went to the mountain, Kristi gave a watermelon to Angie","After Angie and Kristi went to the mountain, Kristi gave a watermelon to",Angie,Kristi,Angie
733,"When Fannie and Stacy got a plum at the school, Fannie decided to give the plum to Stacy","When Fannie and Stacy got a plum at the school, Fannie decided to give the plum to",Stacy,Fannie,Stacy
734,Friends Juana and Shannon found a mango at the store. Shannon gave it to Juana,Friends Juana and Shannon found a mango at the store. Shannon gave it to,Juana,Shannon,Juana
735,"After Pauline and Angie went to the cave, Pauline gave a cherry to Angie","After Pauline and Angie went to the cave, Pauline gave a cherry to",Angie,Pauline,Angie
736,"After Ginger and Marsha went to the museum, Marsha gave a banana to Ginger","After Ginger and Marsha went to the museum, Marsha gave a banana to",Ginger,Marsha,Ginger
737,"Then, Kristi and Mattie went to the park. Kristi gave a grape to Mattie","Then, Kristi and Mattie went to the park. Kristi gave a grape to",Mattie,Kristi,Mattie
738,"While Amanda and Bernadette were working at the theater, Bernadette gave a orange to Amanda","While Amanda and Bernadette were working at the theater, Bernadette gave a orange to",Amanda,Bernadette,Amanda
739,"After the lunch, Lee and Stacy went to the park. Lee gave a raspberry to Stacy","After the lunch, Lee and Stacy went to the park. Lee gave a raspberry to",Stacy,Lee,Stacy
740,"Then, Anne and Teresa were working at the cave. Teresa decided to give a watermelon to Anne","Then, Anne and Teresa were working at the cave. Teresa decided to give a watermelon to",Anne,Teresa,Anne
